source1_id,true_candidate_id,candidate_source,country,source1_name,true_candidate_name,source1_address,true_candidate_address,source1_core_name,candidate_core_name,pass_name_prefix_4,pass_name_prefix_6,pass_name_tokens,pass_name_sorted,pass_name_compressed,pass_address_key,common_keys,failure_category,failure_reason
S1-299037571,S2-160144700,source2,India,Modern Shiva Food Private Limited,ಮಾಡರ್ನ್ ಶಿವ ಫುಡ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,"No 20 2Nd Cross Near Vasthu Enclave Rajarajeshwari, Layout Kudlu Banggalore South Bommanahalli Bangalore Karnataka, Bangalore South, Bangalore, Karnataka","2ND CROSS NEAR VASTHU ENCLAVE RAJARAJESHWARI, BANGALORE SOUTH, BANGALORE, Karnataka",modern shiva food,ಮ ಡರನ ಶ ವ ಫ ಡ ಪರ ವ ಟ ಲ ಮ ಟ ಡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-305725420,S2-431233508,source2,US,Clear Metro Generation LLC,Clear Clear Metro,"8 Chestnut Street, Unit 1, Montague, MA","1 CHESTUNT STREET, MONTAGUE, MA",clear metro generation,clear clear metro,True,False,True,False,False,False,US|TOK|metro;US|TOK|clear;US|NP4|clea,Key pruned (Block size > 500),"All shared keys (['US|TOK|metro', 'US|TOK|clear', 'US|NP4|clea']) exceeded max_block_size"
S1-160458458,S2-139197522,source2,India,Indo International Private Limited,इंडो इंटरनेशनल प्राइवेट लिमिटेड,"Flat No 12 Sunrise Aptssenapati Bapat Road, Pune, Maharashtra","PUNE, Maharashtra, FLAT NO 8-12 SUNRISE APTSSENAPATI BAPAT ROAD, PUNE",indo international,इ ड इ टरन शनल पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-647946220,S3-651054143,source3,India,Life Maa Care Private Limited,Umbranovi,"Flatno-312, Phase-1, Block1, 3Rdfloor Land Mark Appartment Mauja Kantilo Bhubaneswar Kho, Rdha, Bhubaneswar, Khordha, Orissa","Flatno-312, Bhubaneswar, Khordha, OD",life maa care,umbranovi,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'bhubaneswar', 'flatno-312', 'khordha'}, but names share 0 tokens"
S1-117328785,S2-525489560,source2,US,Strategic Agricultural Alliance Inc,Strategic Agricunaural Alliance Inc,"14 Wanless Lane, Trout Creek, MT","138 WANLESS LN, TOUT CREEK, MT",strategic agricultural alliance,strategic agricunaural alliance,True,True,True,False,False,False,US|TOK|strategic;US|NP4|stra;US|NP6|strate;US|TOK|alliance,Key pruned (Block size > 500),"All shared keys (['US|TOK|strategic', 'US|NP4|stra', 'US|NP6|strate', 'US|TOK|alliance']) exceeded max_block_size"
S1-206439171,S3-21549691,source3,US,Housing Coalition,Housing [Cnoalmilation],"2026 Sam Houston Drive, Garland, TX","026 Sam Houston Drive, Garland, Texas",housing coalition,housing cnoalmilation,True,True,True,False,False,False,US|NP4|hous;US|TOK|housing;US|NP6|housin,Key pruned (Block size > 500),"All shared keys (['US|NP4|hous', 'US|TOK|housing', 'US|NP6|housin']) exceeded max_block_size"
S1-982742576,S3-354146222,source3,US,Quality Metropolitan Signs LLC,Quality Metropolitan,"2919 15th Street, Tacoma, WA","2919d 15rd St, Tacoma, Washington",quality metropolitan signs,quality metropolitan,True,True,True,False,False,False,US|TOK|metropolitan;US|NP4|qual;US|TOK|quality;US|NP6|qualit,Key pruned (Block size > 500),"All shared keys (['US|TOK|metropolitan', 'US|NP4|qual', 'US|TOK|quality', 'US|NP6|qualit']) exceeded max_block_size"
S1-281201952,S3-502116592,source3,US,Garrett Pioneer Construction PLLC,6arrett Pioneer-Construction PLLC,"1300 Marshallberg Road, Marshallberg, NC","1300 Marshallberg Road, Marshallberg, North Carolina",garrett pioneer construction pllc,6arrett pioneer construction pllc,False,False,True,False,False,True,US|TOK|pllc;US|TOK|construction;US|TOK|pioneer;US|ADDR|1300_marshallberg,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|1300_marshallberg']), but candidate rank exceeded top-200"
S1-129024118,S3-419268073,source3,India,Hitech Southern Infotech Private Limited,हाईटेक सदर्न इंफोटेक प्राइवेट लिमिटेड,"Shop No-4, Loknayak Jai Prakash Bhawan Frazer Road, P.O- Gpo, P.S- Kotwali, Patna, Bihar","#00 Shop No-4, Patna, BR",hitech southern infotech,ह ईट क सदरन इ फ ट क पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-180269792,S3-619030731,source3,India,All Industries Private Limited,ഓൾ Industries പ്രൈവറ്റ് ലിമിറ്റഡ്,"13/507, B 40, 2Nd Floor, Yamuna Arcade, Kallai Road, Po Chalappuram, Kozhikode, Kerala","KL, Kozhikode, 1-3/507, Kozhikode",all industries,ഓൾ industries പര വററ ല മ ററഡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-192757112,S3-362275708,source3,US,Castillo Academy,Umbrasol formerly known as Castillo Academy,"Unit 408, Louisville, 13630 Elanna Ave, KY","13630 Elanna Ave, Unit 408, Louisville, KY",castillo academy,known as castillo academy,False,False,True,False,False,False,US|TOK|academy;US|TOK|castillo,Key pruned (Block size > 500),"All shared keys (['US|TOK|academy', 'US|TOK|castillo']) exceeded max_block_size"
S1-723149744,S3-714169500,source3,India,Chitradurga Builders LLP,Builders,"Aisiri Nilaya, Veda Floor Mill Behind Mahaveer Nagar, Chitradurga, Karnataka","Aisiri Nilaya, Veda Floor Mill Behind Mahaveer Nagar, Chitradurga, Karnataka",chitradurga builders,builders,False,False,True,False,False,False,India|TOK|builders,Key pruned (Block size > 500),All shared keys (['India|TOK|builders']) exceeded max_block_size
S1-702413212,S3-550827914,source3,India,Royal Surya Projects Private Limited,रॉयल सूर्या प्रोजेक्ट्स प्राइवेट लिमिटेड,"Unit 3-5, Neeru Silk Mills126, N.M.Joshi Rd., Lower Parel, Mumbai, Maharashtra","Unit 3-5, Lower Parel, Mumbai, MH",royal surya projects,र यल स रय पर ज कटस पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-240103424,S3-696742264,source3,US,IBV Electricity LLC,IBV LLC Service,"17 Thayer Pond Drive, Unit 6, Oxford, MA","17. Thayer Pond Drive, N/A, Oxford, Massachusetts",ibv electricity,ibv llc service,False,False,False,False,False,True,US|ADDR|17_thayer,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|17_thayer']), but candidate rank exceeded top-200"
S1-928412953,S2-157557028,source2,US,Pacific Integrated Electronics LLC,Lumnylazeta,"10018 Windward Drive, Fl 1, Olympia, WA","10018C WINDWARD DR, CARLYON BEACH, WA",pacific integrated electronics,lumnylazeta,False,False,False,False,False,False,,"Address similar, Name alias/mismatch","Address shares tokens {'wa', 'windward'}, but names share 0 tokens"
S1-555242352,S2-810626996,source2,India,Prime Media Pvt Ltd,प्राइम मीडिया प्रा. लि.,"C/O Ramesh Bhagchand Ginnare Dharampuri, Khandwa, Indore, Madhya Pradesh","C/O RAMESH BHAGCHNAD GINNARE DHARAMPURI, KHANDWA, INDORE, Madhya Pradesh",prime media,पर इम म ड य पर ल,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-220619089,S3-129669925,source3,India,Baba Consultancy Private Limited,ਬਾਬਾ ਕੰਸਲਟੈਂਸੀ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ,"#Z-4/02379, W. No.15, 4-Guru Arjun Dev Nagar, Moga, Punjab","#Z-/02379, Moga, PB",baba consultancy,ਬ ਬ ਕ ਸਲਟ ਸ ਪਰ ਈਵ ਟ ਲ ਮਟ ਡ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-962317574,S2-657888531,source2,US,Quality Coastal Calamos,Quality  Coastal,"OR, Happy Valley, Unit #302, 11277 Stevens Road","11277 STEVENS RAD, HAPPY VALLEY, OR",quality coastal calamos,quality coastal,True,True,True,False,False,False,US|TOK|coastal;US|NP4|qual;US|TOK|quality;US|NP6|qualit,Key pruned (Block size > 500),"All shared keys (['US|TOK|coastal', 'US|NP4|qual', 'US|TOK|quality', 'US|NP6|qualit']) exceeded max_block_size"
S1-21103830,S3-921036,source3,US,KIZ Total Internet,KIZ Internet Services,"310 Nutmeg Road, Unit Apartment A2, South Windsor, CT","Connecticut, # Apartment A2, South Windsor, 310 Nutmeg Road",kiz total internet,kiz internet services,False,False,True,False,False,False,US|TOK|internet,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|internet']), but candidate rank exceeded top-200"
S1-794268540,S3-521378867,source3,India,Vision International Private Limited,Vision Iternationl Private [Limited],"Allahabad, 9/257 Awas Vikas Colony, Uttar Pradesh, Allahabad, Awas Vikas 120-Prayagraj","9/257- Awas Vikas Colony, Awas Vikas 120-Prayagraj, Allahabad, UP",vision international,vision iternationl,True,True,True,False,False,False,India|NP4|visi;India|NP6|vision;India|TOK|vision,Key pruned (Block size > 500),"All shared keys (['India|NP4|visi', 'India|NP6|vision', 'India|TOK|vision']) exceeded max_block_size"
S1-979232639,S3-478676800,source3,India,Gujarat Systems,గుజరాత్ సిస్టమ్స్,"405, Minar Apartments, Deccan Towers, Basheerbagh, Hyderabad, Telangana","405, <NULL>, Hyderabad, TG",gujarat systems,గ జర త స సటమస,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-594497707,S3-48627366,source3,India,Jay Services (India) Ltd,Jay Ltd (India) Services #14369,"F Pl No284, T P S-Iii, Mumbai, Maharashtra, Borivali West, 401 Neelkanth","Neelkanth, Borivali West, Mumbai, MH",jay services india,jay ltd india services 14369,False,False,True,False,False,False,India|TOK|india,Key pruned (Block size > 500),All shared keys (['India|TOK|india']) exceeded max_block_size
S1-314795590,S3-45573383,source3,India,Anand Producer Private Limited,आनंद Producer प्राइवेट लिमिटेड,"Flat No-202, Shiva Palace, Garbhu Chak, Khajpura, Phulwari, Patna, Bihar","156 Flat No-202, Phulwari, Shiva Palace, Garbhu Chak, Khajpura, Patna, BR",anand producer,आन द producer पर इव ट ल म ट ड,False,False,True,False,False,False,India|TOK|producer,Key pruned (Block size > 500),All shared keys (['India|TOK|producer']) exceeded max_block_size
S1-311470256,S3-79511769,source3,US,Bureau of Sanitation Inc.,The Bureau of Sanitation Inc. (ID: 42798),"7980 Wagonseller Road, Green Valley, IL","7980b Wagonseller Rd, Green Valley, Illinois",bureau of sanitation,bureau of sanitation inc id 42798,True,True,True,False,False,False,US|TOK|sanitation;US|NP4|bure;US|NP6|bureau;US|TOK|bureau,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|sanitation']), but candidate rank exceeded top-200"
S1-66716567,S3-357722030,source3,US,Wildlife Center,Wildlife Cenlter,"3306 Rose Trace Drive, Spring, TX","3306-A Rose Trace Drive, Spring, Texas",wildlife center,wildlife cenlter,True,True,True,False,False,False,US|NP4|wild;US|NP6|wildli;US|TOK|wildlife,Key pruned (Block size > 500),"All shared keys (['US|NP4|wild', 'US|NP6|wildli', 'US|TOK|wildlife']) exceeded max_block_size"
S1-905269811,S3-739345030,source3,India,Good Services,गुड सर्विसेज,"52, Vijay Nagar, Kartarpura Ward No. 15 Tehsil Jaipur, Jaipur, Rajasthan","52, Kartarpura Ward No. 15 Tehsil Jaipur, राजस्थान",good services,ग ड सरव स ज,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-448410374,S2-37955881,source2,US,Wildlife Society Inc,Wildlife Sociyt Inc,"610 Kingswood Lane, Simi Valley, CA","61 KINGSWOOD LANE, CITY OF SIMI VALLEY, CA",wildlife society,wildlife sociyt,True,True,True,False,False,False,US|NP4|wild;US|NP6|wildli;US|TOK|wildlife,Key pruned (Block size > 500),"All shared keys (['US|NP4|wild', 'US|NP6|wildli', 'US|TOK|wildlife']) exceeded max_block_size"
S1-529627336,S2-608743250,source2,US,Valley United Lake Inc,VALLEY UNITED LA INC,"1314 Fall Parkway, Murfreesboro, TN","8314 FALL PARKWAY, MURFREESBORO CITY, TN",valley united lake,valley united la,True,True,True,False,False,False,US|NP4|vall;US|TOK|valley;US|TOK|united;US|NP6|valley,Key pruned (Block size > 500),"All shared keys (['US|NP4|vall', 'US|TOK|valley', 'US|TOK|united', 'US|NP6|valley']) exceeded max_block_size"
S1-754023472,S3-176329043,source3,US,Tri-State Aldel LLC,Center Tri-State LLC,"340 Deerfield Cove, Somerville, TN","340 Deerfield Cv, Somerville, Tennessee",tri state aldel,center tri state,False,False,True,False,False,True,US|ADDR|340_deerfield;US|TOK|state,Truncated by max_candidates_per_query,"Shared key survived (['US|ADDR|340_deerfield']), but candidate rank exceeded top-200"
S1-960449899,S3-467985871,source3,India,Anand Exports Private Limited,આણંદ એક્સપોર્ટ્સ પ્રાઇવેટ લિમિટેડ,"201, Shanti Niketan Apartment Opp. Central Bank Of India, Navsari, Gujarat","20, Shanti Niketan Apartment Opp. Central Bank Of India, Navsari, GJ",anand exports,આણ દ એકસપ રટસ પર ઇવ ટ લ મ ટ ડ,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-372172873,S3-805702580,source3,US,Meridian Artificial LLC,Meridian LLC Center,"62 Double Springs Road, Fayetteville, AR","Double Springs Rd, Fayetteville, Arkansas",meridian artificial,meridian llc center,True,True,True,False,False,False,US|NP4|meri;US|NP6|meridi;US|TOK|meridian,Key pruned (Block size > 500),"All shared keys (['US|NP4|meri', 'US|NP6|meridi', 'US|TOK|meridian']) exceeded max_block_size"
S1-559249977,S2-885011702,source2,India,My Investment Private Limited,माय इन्वेस्टमेंट प्राइवेट लिमिटेड,"C/O Mayank Anilkumar Sing, Chinchani District Thane, Palghar, Thane, Maharashtra","C/O MAYANK ANILKUMAR SRNG, CHINCHANI DISTRICT THANE, PALGHAR, THANE, Maharashtra",my investment,म य इनव सटम ट पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-825190489,S2-499996460,source2,India,Shree Estate,శ్రీ ఎస్టేట్,"Rangareddy, Telangana, 5-11-90, 301, Aryamitra Magnolia, Rd16 Alkapur Township, Neknantur, Puppalaguda, Hyderabad","5-11-90, HYDERABAD, RANGAREDDY, Telangana",shree estate,శర ఎసట ట,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-842248062,S3-833455432,source3,India,Sai It Private Limited,... Sai lt  Private Limited,"1/1, Wood Street, Kolkata, Howrah, West Bengal","Howrah, 1/1, WB, South Parganas",sai it,sai lt,False,False,False,False,False,True,India|PLOT|1/1,Truncated by max_candidates_per_query,"Shared key survived (['India|PLOT|1/1']), but candidate rank exceeded top-200"
S1-792681001,S3-826592553,source3,US,Desert Direct Bynordic,Desert Diagtc Bynordic,"480 Payne Ridge Road, WV, Gandeeville","482 Payne Ridge Road, Gandeeville, West Virginia",desert direct bynordic,desert diagtc bynordic,True,True,True,False,False,False,US|NP6|desert;US|NP4|dese;US|TOK|desert;US|TOK|bynordic,Truncated by max_candidates_per_query,"Shared key survived (['US|TOK|bynordic']), but candidate rank exceeded top-200"
S1-852775221,S2-630518358,source2,India,Universal Foundation Pvt Ltd,யுனிவர்சல் ஃபவுண்டேஷன் பிரைவேட் லிமிடெட்,"G1, Amirtha Varshini, 131, Old No.52, Kothanda Ramar Koil Street, West Mambala, M, Chennai, Tamil Nadu","GD/1, CHENNAI, Tamil Nadu",universal foundation,ய ன வரசல ஃபவ ணட ஷன ப ர வ ட ல ம ட ட,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
S1-489000992,S2-739463935,source2,India,Gopal Clothing,6OPAL CLOTHING LLP,"Plot No C-109, Sector - 10, Noida, Gautam Buddha Nagar, Uttar Pradesh","PLOT NO C-10, SECTOR - 10, NOIDA, GAUTAM BUDDHA NAGAR, Uttar Pradesh",gopal clothing,6opal clothing,False,False,True,False,False,False,India|TOK|clothing,Truncated by max_candidates_per_query,"Shared key survived (['India|TOK|clothing']), but candidate rank exceeded top-200"
S1-131372291,S3-241122994,source3,India,Innovative Hospitality Private Limited,इनोवेटिव हॉस्पिटैलिटी प्राइवेट लिमिटेड,"Polar House, Behind Old Policestation, S V Road Malad West, Mumbai, Maharashtra","Polar House, Behind Old Policestation, S V Road Malad West, Mumbai, Mumbai Suburban, MH",innovative hospitality,इन व ट व ह सप ट ल ट पर इव ट ल म ट ड,False,False,False,False,False,False,,Indic script vs Latin name,Cand name is in Indic script; no shared address key generated
